안전시설명,안전시설전화번호,소재지도로명주소,소재지지번주소,위도,경도,현존주소여부
CU광명소하점,,경기도 광명시 기아로 14,경기도 광명시 소하동 1241-4번지,37.4362906715,126.8811717118,S
GS25(뉴소하휴먼센터점),02-899-5968,경기도 광명시 소하로 55,경기도 광명시 소하동 1292번지 가상가동 102호 106호,37.4517705395,126.8852952777,S
모닝글로리 소하점,02-899-1194,경기도 광명시 소하일로 32,경기도 광명시 소하동 1323번지,37.4478653889,126.8883344854,S
세븐일레븐 광명토피아점,02-897-4239,경기도 광명시 소하로109번길 15,경기도 광명시 소하동 1338-2번지,37.4472891441,126.8849814809,S
삼성스토어,02-808-0394,경기도 광명시 금하로 454,경기도 광명시 소하동 1340-4번지,37.4483687241,126.8828585075,S
세븐일레븐 광명한빛점,02-897-5988,경기도 광명시 소하로 82,경기도 광명시 소하동 1341-1번지 한빛프라자 102호,37.4476411905,126.8833506174,S
CU소하휴먼시아점,,경기도 광명시 성채로 36,경기도 광명시 소하동 1378번지 광명역세권루미엘 1층 상가,37.4335047521,126.8810364029,S
삼일떡방앗간,02-897-5777,경기도 광명시 영당안로 50,경기도 광명시 소하동 911-17번지,37.4367140416,126.8776866617,S
일루스터태권도장,070-1457-4986,경기도 광명시 양달로10번길 7-8,경기도 광명시 일직동 523-5번지 1층,37.4134003142,126.8819928963,S
보람약국,02-2686-9333,경기도 광명시 시청로 95,경기도 광명시 철산동 143-1번지,37.4848474898,126.8659879106,S
CU철산원룸점,,경기도 광명시 연서일로 13,경기도 광명시 철산동 190번지,37.4827555477,126.8641619433,S
CU철산위브점,,경기도 광명시 광복로 60,경기도 광명시 철산동 56-14번지,37.4895396877,126.8652695496,S
세븐일레븐철산우성점,,,경기도 광명시 철산동 58번지 우성아파트,37.4881264137,126.8689803737,S
GS25편의점(광명북점),02-2618-3339,경기도 광명시 시청로 142,경기도 광명시 철산동 62-2번지,37.4875124328,126.8687819327,S
한국야쿠르트(광명점),02-2688-3466,경기도 광명시 도덕공원로 21-1,경기도 광명시 철산동 625-2번지,37.4710265717,126.8654035138,S
예원준텔레콤,02-825-8016,경기도 광명시 시청로138번안길 2-10,경기도 광명시 철산동 86번지 103호,37.4869983213,126.8687183905,S
하안슈퍼,02-894-0033,경기도 광명시 하안로 238-24,경기도 광명시 하안동 200-3번지,37.4592267611,126.8856752275,S
싱싱마트,02-891-2199,경기도 광명시 하안로 235,경기도 광명시 하안동 260-3번지,37.4572417403,126.8835544668,S
대흥마트(나들가게),02-808-3775,경기도 광명시 안현로 80,경기도 광명시 하안동 26번지,37.4670585808,126.8803075292,S
GS25편의점(하안연서점),02-806-7696,경기도 광명시 안현로 52,경기도 광명시 하안동 30-1번지,37.4655654996,126.8774815148,S
아름슈퍼,02-807-0404,경기도 광명시 하안로 320-21,경기도 광명시 하안동 30-5번지,37.4649413705,126.8804946253,S
이삭토스트,02-894-3858,경기도 광명시 하안로 293-12,경기도 광명시 하안동 37-2번지,37.4615633744,126.8791769014,S
아로마뜨 베이커리,02-897-4155,경기도 광명시 안재로2번길 43,경기도 광명시 하안동 599-8번지,37.4611429464,126.8746573955,S
맛집먹고가자,,경기도 광명시 가림일로 23,경기도 광명시 하안동 702-1번지,37.4652024563,126.8668323290,S
다온약국,02-898-2307,경기도 광명시 광덕산로 33,경기도 광명시 하안동 770번지,37.4709089324,126.8720654631,S
e편한약국,070-3921-2525,경기도 광명시 오리로 801,경기도 광명시 하안동 864번지 후문상가 1층,37.4698072204,126.8682975547,S
세븐일레븐(경기광주월드점),031-764-5985,경기도 광주시 포돌이로11번길 9,경기도 광주시 경안동 128-44번지,37.4140123788,127.2501113588,S
굿마트,031-769-1602,경기도 광주시 경안로 104,경기도 광주시 경안동 185-1번지,37.4068015240,127.2501918069,S
CU(광주장신대점),031-767-6868,경기도 광주시 경안로88번길 43,경기도 광주시 경안동 215-2번지,37.4092591330,127.2487033731,S
동성태권도(경안점),031-765-3932,경기도 광주시 경안로 150,경기도 광주시 경안동 219-43번지,37.4098899491,127.2486334666,S
스마트학생복,031-765-6644,경기도 광주시 중앙로123번길 11,경기도 광주시 경안동 35-1번지,37.4101505463,127.2568702476,S
학우사,031-761-3893,경기도 광주시 중앙로123번길 24,경기도 광주시 경안동 36-13번지,37.4096073471,127.2557194181,S
신용문고문구,031-764-8020,경기도 광주시 경안로42번길 5-4,경기도 광주시 경안동 36-46번지,37.4093637197,127.2555959112,S
부동산21공인중개사사무소,031-768-1515,경기도 광주시 중앙로123번길 16-3,경기도 광주시 경안동 36-58번지,37.4100413348,127.2563621043,S
푸른화원꽃조경,031-761-0503,경기도 광주시 경안안길 77-4,경기도 광주시 경안동 55-1번지,37.4101068931,127.2575596843,S
백두태권도,031-763-5991,경기도 광주시 곤지암읍 곤지암로 70-6,경기도 광주시 곤지암읍 곤지암리 444-8번지,37.3499521746,127.3389349257,S
청산K타이거즈 태권도,031-797-0021,경기도 광주시 곤지암읍 곤지암로 81,경기도 광주시 곤지암읍 곤지암리 447-3번지,37.3486449802,127.3388022294,S
한우리지역아동센터,031-769-8315,경기도 광주시 곤지암읍 곤지암로 87,경기도 광주시 곤지암읍 곤지암리 447-9번지,37.3481849961,127.3385999810,S
GD마트,031-798-8935,경기도 광주시 곤지암읍 도척로 146,경기도 광주시 곤지암읍 곤지암리 478번지,37.3393496102,127.3373093270,S
파리바게트(곤지암점),031-763-1986,경기도 광주시 곤지암읍 곤지암로 70-3,경기도 광주시 곤지암읍 곤지암리 581번지,37.3496726681,127.3388790684,S
만선약국,031-798-6354,경기도 광주시 곤지암읍 만선로 46,경기도 광주시 곤지암읍 만선리 355-1번지,37.3672863530,127.4063766765,S
만선마트,031-763-5956,경기도 광주시 곤지암읍 만선로 44,경기도 광주시 곤지암읍 만선리 360-4번지,37.3670246465,127.4059930231,S
케익하우스,031-762-8923,경기도 광주시 곤지암읍 만선로 47,경기도 광주시 곤지암읍 만선리 363-13번지,37.3674754918,127.4061844510,S
팜스타 약국,031-762-1875,경기도 광주시 곤지암읍 평촌길 35-7,경기도 광주시 곤지암읍 삼리 106-1번지,37.3562258654,127.3262181788,S
삼리태권도,031-767-3205,경기도 광주시 곤지암읍 평촌길 30-9,경기도 광주시 곤지암읍 삼리 132-6번지,37.3567387738,127.3256185236,S
삼리문구,031-797-0704,경기도 광주시 곤지암읍 평촌길 30-21,경기도 광주시 곤지암읍 삼리 133-17번지,37.3570353636,127.3250306545,S
성일태권도체육관,031-763-6774,경기도 광주시 곤지암읍 평촌길 30-21,경기도 광주시 곤지암읍 삼리 133-17번지,37.3570353636,127.3250306545,S
특공무술정도관,031-762-0773,경기도 광주시 곤지암읍 평촌길 30-19,경기도 광주시 곤지암읍 삼리 133-30번지,37.3569724170,127.3251324284,S
소원마트,031-761-5457,경기도 광주시 남한산성면 회안대로 1415,경기도 광주시 남한산성면 광지원리 164-1번지,37.4633299637,127.2474821908,S
이마트24(남한산성점),031-743-6552,경기도 광주시 남한산성면 남한산성로 774,경기도 광주시 남한산성면 산성리 581-7번지,37.4782046105,127.1845815643,S
청도체육관,031-764-0458,경기도 광주시 도척면 노곡로 48-1,경기도 광주시 도척면 노곡리 230-17번지,37.3020407882,127.3307661645,S
GS25(광주매산점),031-765-0605,경기도 광주시 매자리길 11,경기도 광주시 매산동 226-28번지,37.3572114100,127.2478042624,S
CU(광주매산점),031-766-3641,경기도 광주시 회안대로71번길 4,경기도 광주시 매산동 600-24번지,37.3614949967,127.2445376503,S
매산제일지역아동센터,031-768-9148,경기도 광주시 회안대로 13,경기도 광주시 매산동 746-8번지,37.3565763360,127.2458867649,S
CU(광주목동점),,경기도 광주시 광남안로 204,경기도 광주시 목동 162번지,37.3835664923,127.2080220997,S
코사마트(밀목점),031-767-1153,경기도 광주시 중앙로 344,경기도 광주시 송정동 406-1번지,37.4297253611,127.2597683087,S
국가대표챔피언 태권도장,031-726-9120,경기도 광주시 신현로 125-1,경기도 광주시 신현동 367-13번지,37.3589933462,127.1602269244,S
세종공인중개사 사무소,031-726-4177,경기도 광주시 신현로 120,경기도 광주시 신현동 371-4번지,37.3588290536,127.1595162559,S
남서울너싱홈,031-726-9195,경기도 광주시 새말길 324-15,경기도 광주시 신현동 501,37.3806265832,127.1763157706,S
태성태권도장,031-767-1311,경기도 광주시 경충대로1422번길 10,경기도 광주시 쌍령동 353-34번지,37.3972267234,127.2761185951,S
통큰딱다구리(광주쌍령점),031-764-2337,경기도 광주시 경충대로1422번길 39,경기도 광주시 쌍령동 353-9번지,37.3988367393,127.2790739448,S
예일지역아동센터,031-769-3228,경기도 광주시 양벌로 195-8,경기도 광주시 양벌동 314번지,37.3786900335,127.2557406644,S
삼천리자전거,031-764-7658,경기도 광주시 양벌로 287-2,경기도 광주시 양벌동 538-17번지,37.3732393874,127.2484395714,S
경희대매곡태권도,031-765-3303,경기도 광주시 양촌길 151,경기도 광주시 양벌동 552-3번지,37.3710724688,127.2509992668,S
한국야쿠르트(광주점),031-764-6315,경기도 광주시 역동로 109-1,경기도 광주시 역동 209번지,37.3991665212,127.2543410255,S
점프업 줄넘기클럽,031-762-4330,경기도 광주시 고불로 54,경기도 광주시 중대동 17-10번지,37.3932862013,127.2320591500,S
삼성부동산,031-764-6363,경기도 광주시 초월읍 현산로 90,경기도 광주시 초월읍 도평리 212-3번지,37.3955063458,127.2916016182,S
통큰딱다구리문구(도평점),031-765-6975,,경기도 광주시 초월읍 도평리 219-14번지 주노하우스,37.3954857808,127.2901668622,S
GS25(광주고은점),031-797-5910,경기도 광주시 초월읍 산수로 517,경기도 광주시 초월읍 신월리 446-5번지,37.4068562348,127.3084854601,S
통큰딱다구리문구(도곡롯데점),031-765-6005,경기도 광주시 초월읍 경충대로 1049-18,경기도 광주시 초월읍 쌍동리 187-1번지,37.3711377560,127.2995974958,S
레전드 중앙태권도,031-765-1199,경기도 광주시 초월읍 경충대로 1049-18,경기도 광주시 초월읍 쌍동리 187-1번지,37.3711377560,127.2995974958,S
수정지역아동센터,031-768-9091,경기도 광주시 초월읍 경충대로 1128-20,경기도 광주시 초월읍 쌍동리 269-1번지,37.3777034363,127.2964287023,S
초월역 백마부동산,031-765-8924,경기도 광주시 초월읍 경충대로1127번길 10,경기도 광주시 초월읍 쌍동리 279-8번지,37.3777724222,127.2946213026,S
청도MTA태권도,031-766-8888,경기도 광주시 추자길 28-5,경기도 광주시 추자동 505-2번지,37.3603019548,127.2154862202,S
삼성디지털프라자(광주점),031-761-0021,경기도 광주시 이배재로 5,경기도 광주시 탄벌동 126-1번지,37.4179549330,127.2475329090,S
동심지역아동센터,031-765-8844,경기도 광주시 탄벌길 10,경기도 광주시 탄벌동 180-5번지 2층,37.4194388531,127.2459683442,S
경희대초심태권도,031-768-2310,경기도 광주시 이배재로 41,경기도 광주시 탄벌동 185번지,37.4204571583,127.2458518896,S
한국야쿠르트(경안점),031-767-6070,경기도 광주시 송정로 62,경기도 광주시 탄벌동 32-2번지,37.4175059137,127.2525859804,S
밀목지역아동센터,031-798-7587,경기도 광주시 통미로 88,경기도 광주시 탄벌동 35-36번지 3층,37.4168722747,127.2513110582,S
너싱홈그린힐,031-768-5226,경기도 광주시 탄벌길 108,경기도 광주시 탄벌동 598-4,37.4219681163,127.2360934102,S
마리앤모리(탄벌점),031-769-2626,,경기도 광주시 탄벌동 765번지 경남아너스빌1단지,37.4106795763,127.2346188148,S
전자랜드(경기광주점),031-798-6990,경기도 광주시 이배재로 24,경기도 광주시 탄벌동 9-13번지,37.4195938559,127.2467928193,S
CU(광주광남점),031-798-5902,경기도 광주시 회안대로 350-7,경기도 광주시 태전동 143-2번지,37.3844248926,127.2357393142,S
성원3단지 정문경비실,031-763-7870,,경기도 광주시 태전동 193번지 3단지성원아파트,37.3865410278,127.2308066635,S
성원2단지 정문경비실,031-763-7877,,경기도 광주시 태전동 222번지 2단지성원아파트,37.3876849750,127.2304523803,S
탑클래스태권도,031-761-1317,경기도 광주시 태봉로 58,경기도 광주시 태전동 228-1번지,37.3883035146,127.2289590082,S
건강 온누리약국,031-765-8925,경기도 광주시 퇴촌면 광동로 75-1,경기도 광주시 퇴촌면 광동리 155-1번지,37.4706321512,127.3107543125,S
CU(퇴촌광동로점),-1644-5425,경기도 광주시 퇴촌면 광동로 55,경기도 광주시 퇴촌면 광동리 243-4번지,37.4705930933,127.3088884197,S
퇴촌한마음지역아동센터,031-763-2868,경기도 광주시 퇴촌면 탑골길 5-16,경기도 광주시 퇴촌면 광동리 315-1번지,37.4672830788,127.3076642154,S
한울너싱홈,031-797-9114,경기도 광주시 퇴촌면 천진암로 968-6,경기도 광주시 퇴촌면 우산리 47,37.4371652602,127.3563146450,S
스마일부동산,,경기도 구리시 경춘북로 252,경기도 구리시 갈매동 596번지 갈매역아이파크 D동 198호,37.6358860749,127.1170795957,S
갈매도움온누리약국,031-572-1356,경기도 구리시 갈매중앙로 87,경기도 구리시 갈매동 604-2번지 메이저타워 105호,37.6323088770,127.1174266217,S
GS25 구리스타점,,경기도 구리시 산마루로 12-8,경기도 구리시 갈매동 614-3번지,37.6312923161,127.1152558403,S
세븐일레븐(구리교문),031-555-3578,경기도 구리시 경춘로172번길 2,경기도 구리시 교문동 216-7번지,37.6002655184,127.1343004329,S
세븐일레븐 구리스타점,,경기도 구리시 이문안로 49,경기도 구리시 교문동 766-1번지,37.5924316456,127.1368421268,S
